k = 54
# m = 10000, Approx. E[load]=(k/(1+k))=0.981818, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03378 1.0052 1.0052 1.03373 0 54 0
10000 0.9783 500001 0 1725.85 10000 2601.52 1193.66 0 54 2
10000 0.982 1000001 0 2145.72 10000 2004.11 2012.42 0 54 4
10000 0.9792 1500001 0 2274.73 10000 1568.66 2220.18 0 54 8
10000 0.9814 2000001 0 2317.64 10000 726.014 2292.8 0 54 11
10000 0.9795 2500001 0 2261.07 10000 971.509 2251.47 0 54 14
10000 0.9839 3000001 0 2271.7 10000 975.878 2264.98 0 54 18
10000 0.9831 3500001 0 2327.52 10000 3690.72 2280.04 0 54 21
10000 0.9824 4000001 0 2273.64 10000 3465.94 2291.39 0 54 24
10000 0.9835 4500001 0 2307.5 10000 2459.22 2307.89 0 54 28
10000 0.9819 4999999 0 2290.99 10000 4647.02 2299.31 0.981776 54 31
