k = 49
# m = 10000, Approx. E[load]=(k/(1+k))=0.98, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02703 1.0049 1.0049 1.02698 0 49 0
10000 0.9763 500001 0 1494.02 10000 1349.81 1052.42 0 49 1
10000 0.9802 1000001 0 1894.02 10000 2737.12 1676.17 0 49 4
10000 0.9769 1500001 0 1766.24 10000 1565.18 1855.25 0 49 6
10000 0.9804 2000001 0 1829.98 10000 1148.38 1839.41 0 49 9
10000 0.978 2500001 0 1755.99 10000 1466.32 1780.04 0 49 12
10000 0.9821 3000001 0 1863.57 10000 1468.35 1836.06 0 49 14
10000 0.9806 3500001 0 1829.03 10000 1579.06 1812.04 0 49 17
10000 0.9808 4000001 0 1763.04 10000 2176.14 1838.65 0 49 19
10000 0.9814 4500001 0 1819.79 10000 1224.18 1810.74 0 49 22
10000 0.9796 4999999 0 1864.32 10000 3364.97 1881.65 0.97996 49 25
