k = 29
# m = 10000, Approx. E[load]=(k/(1+k))=0.966667, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0055 1.0055 1.0253 0 29 0
10000 0.963 500001 0 371.52 10000 236.594 288.567 0 29 0
10000 0.9676 1000001 0 270.17 10000 265.314 345.727 0 29 1
10000 0.9636 1500001 0 265.5 10000 116.635 272.364 0 29 1
10000 0.9661 2000001 0 390.398 10000 321.022 293.767 0 29 2
10000 0.9641 2500001 0 375.042 10000 204.724 395.14 0 29 2
10000 0.9691 3000001 0 285.182 10000 247.998 328.002 0 29 3
10000 0.9649 3500001 0 362.015 10000 261.854 316.771 0 29 3
10000 0.9675 4000001 0 386.554 10000 305.821 431.907 0 29 4
10000 0.9699 4500001 0 400.599 10000 438.75 355.579 0 29 4
10000 0.9664 4999999 0 346.17 10000 208.735 380.322 0.966636 29 5
