k = 43
# m = 10000, Approx. E[load]=(k/(1+k))=0.977273, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9407 1.02534 1.005 1.0049 1.0253 0 43 0
10000 0.973 500001 0 1071.46 10000 423.947 759.97 0 43 1
10000 0.9765 1000001 0 1162.28 10000 441.021 1114.39 0 43 2
10000 0.9739 1500001 0 1213.51 10000 831.077 1168.38 0 43 4
10000 0.978 2000001 0 1229.19 10000 3312.84 1220.95 0 43 5
10000 0.9756 2500001 0 1098.1 10000 411.723 1230.34 0 43 7
10000 0.9793 3000001 0 1266.06 10000 1470.81 1201.8 0 43 8
10000 0.9778 3500001 0 1249.22 10000 1036.83 1204.02 0 43 10
10000 0.9783 4000001 0 1263.59 10000 576.098 1191.52 0 43 11
10000 0.9788 4500001 0 1189.88 10000 758.1 1192.65 0 43 13
10000 0.9759 4999999 0 1262.49 10000 1397.29 1190.75 0.977236 43 14
