k = 114
# m = 10000, Approx. E[load]=(k/(1+k))=0.991304, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03547 1.0046 1.0046 1.03541 0 114 0
10000 0.9896 500001 0 2236.49 10000 1772.41 1590.84 0 114 2
10000 0.9917 1000001 0 3796.83 10000 4519.33 3139.86 0 114 6
10000 0.9898 1500001 0 4377.33 10000 4840.94 4148.98 0 114 12
10000 0.9916 2000001 0 4581.1 10000 4843.98 4535.55 0 114 18
10000 0.9898 2500001 0 4642.39 10000 4893.09 4652.33 0 114 24
10000 0.9917 3000001 0 4661.52 10000 2476.24 4682.67 0 114 31
10000 0.9926 3500001 0 4683.26 10000 4828.47 4700.45 0 114 37
10000 0.9913 4000001 0 4683.47 10000 4908.93 4706.96 0 114 43
10000 0.9907 4500001 0 4716 10000 4896.06 4702.75 0 114 49
10000 0.9916 4999999 0 4655.24 10000 3639.6 4681 0.991258 114 56
