k = 104
# m = 10000, Approx. E[load]=(k/(1+k))=0.990476, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0041 1.0041 1.02867 0 104 0
10000 0.9885 500001 0 2425.36 10000 1302.61 1696.78 0 104 2
10000 0.9909 1000001 0 3575.76 10000 4817.4 2889.04 0 104 6
10000 0.9886 1500001 0 4154.68 10000 2376.66 3916.29 0 104 11
10000 0.9912 2000001 0 4411.83 10000 4761.44 4353.54 0 104 17
10000 0.9889 2500001 0 4518.3 10000 3035.25 4502.68 0 104 23
10000 0.9911 3000001 0 4553.01 10000 4636.26 4559.48 0 104 28
10000 0.9921 3500001 0 4540.79 10000 2470.33 4566.62 0 104 34
10000 0.9906 4000001 0 4542.45 10000 4900.02 4558.02 0 104 40
10000 0.9903 4500001 0 4603.41 10000 2889.51 4543.67 0 104 46
10000 0.9907 4999999 0 4540.08 10000 4728.86 4570.12 0.990429 104 52
