k = 46
# m = 10000, Approx. E[load]=(k/(1+k))=0.978723, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02365 1.0047 1.0047 1.02361 0 46 0
10000 0.9741 500001 0 1231.16 10000 1282.61 846.426 0 46 1
10000 0.9781 1000001 0 1540.59 10000 898.979 1445.82 0 46 3
10000 0.9756 1500001 0 1445.25 10000 1429.87 1488.87 0 46 6
10000 0.979 2000001 0 1559.87 10000 2100.33 1480.45 0 46 8
10000 0.9767 2500001 0 1421.87 10000 409.683 1475.78 0 46 10
10000 0.9805 3000001 0 1449.54 10000 1570.88 1450.33 0 46 12
10000 0.9794 3500001 0 1488.31 10000 2318.13 1462.26 0 46 14
10000 0.9793 4000001 0 1494.95 10000 721.249 1494.53 0 46 16
10000 0.9805 4500001 0 1613.65 10000 2357.63 1606.58 0 46 19
10000 0.9777 4999999 0 1375.62 10000 964.895 1481.24 0.978686 46 21
