k = 72
# m = 10000, Approx. E[load]=(k/(1+k))=0.986301, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.03209 1.005 1.005 1.03204 0 72 0
10000 0.9832 500001 0 2409.72 10000 1185.83 1368.66 0 72 2
10000 0.9867 1000001 0 3203.31 10000 2788.05 2838.74 0 72 5
10000 0.9827 1500001 0 3493.05 10000 4608.03 3387.85 0 72 9
10000 0.986 2000001 0 3574.75 10000 2882.35 3558.48 0 72 14
10000 0.9848 2500001 0 3636.77 10000 4485.66 3604.23 0 72 18
10000 0.9873 3000001 0 3568.56 10000 2100.69 3597.26 0 72 23
10000 0.9887 3500001 0 3545.17 10000 2123.06 3575.84 0 72 27
10000 0.988 4000001 0 3610.44 10000 4509.96 3575.3 0 72 31
10000 0.9871 4500001 0 3593.65 10000 1790.58 3640.09 0 72 36
10000 0.9864 4999999 0 3582.47 10000 2342.59 3638.85 0.986257 72 40
