k = 11
# m = 10000, Approx. E[load]=(k/(1+k))=0.916667, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0055 1.0055 1.0253 0 11 0
10000 0.9126 500001 0 54.7994 10000 56.1075 52.1819 0 11 0
10000 0.9172 1000001 0.0002 52.325 4998.5 41.0491 57.8281 0 11 0
10000 0.9161 1500001 0 58.4218 10000 49.1493 55.0077 0 11 0
10000 0.9194 2000001 0 62.8392 10000 60.8059 54.6423 0 11 0
10000 0.9168 2500001 0 59.1827 10000 42.4619 54.1109 0 11 0
10000 0.9201 3000001 0 56.1462 10000 55.2208 54.4558 0 11 1
10000 0.9141 3500001 0 61.2111 10000 50.5191 55.9461 0 11 1
10000 0.9158 4000001 0 53.0918 10000 43.7973 54.7186 0 11 1
10000 0.9207 4500001 0.0002 54.5396 2808.56 69.7882 54.1923 0 11 1
10000 0.9173 4999999 0.0002 54.2616 4998.5 39.4419 55.2832 0.91664 11 1
