k = 40
# m = 10000, Approx. E[load]=(k/(1+k))=0.97561, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02534 1.0052 1.0052 1.0253 0 40 0
10000 0.9711 500001 0 788.819 10000 265.577 544.227 0 40 0
10000 0.9752 1000001 0 834.19 10000 517.93 836.565 0 40 2
10000 0.9724 1500001 0 789.815 10000 518.052 831.761 0 40 3
10000 0.9755 2000001 0 870.412 10000 928.5 811.646 0 40 4
10000 0.9742 2500001 0 755.344 10000 360.042 805.023 0 40 5
10000 0.9784 3000001 0 872.225 10000 462.254 788.651 0 40 6
10000 0.9751 3500001 0 854.924 10000 1311.45 870.906 0 40 7
10000 0.9771 4000001 0 858.161 10000 980.038 842.435 0 40 8
10000 0.9773 4500001 0 896.179 10000 801.954 925.028 0 40 9
10000 0.9739 4999999 0 910.474 10000 269.607 900.811 0.975573 40 10
