k = 20
# m = 10000, Approx. E[load]=(k/(1+k))=0.952381, Kmax(Number of Deletions)=5000000
#m n K freeFraction successful-search unsuccessful-search insertion timeavg-insertion timeavg-load k elapsed-sec
10000 0.0592 1 0.9408 1.02872 1.0069 1.0069 1.02867 0 20 0
10000 0.9489 500001 0 161.785 10000 163.164 143.271 0 20 0
10000 0.9539 1000001 0 131.344 10000 134.519 150.306 0 20 0
10000 0.9504 1500001 0 159.855 10000 111.541 152.775 0 20 1
10000 0.9526 2000001 0 178.594 10000 185.417 160.763 0 20 1
10000 0.9525 2500001 0 150.225 10000 166.763 146.964 0 20 1
10000 0.9543 3000001 0 158.108 10000 144.918 147.362 0 20 1
10000 0.9517 3500001 0 200.635 10000 151.737 169.724 0 20 2
10000 0.9543 4000001 0 151.821 10000 123.496 176.359 0 20 2
10000 0.955 4500001 0 149.904 10000 164.263 162.554 0 20 2
10000 0.9548 4999999 0 151.372 10000 187.877 149.16 0.952351 20 2
